nome,lista,link
RE 1206628 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84029&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.16-2019>
ARE 1195910 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84354&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.17-2019>
Rcl 35638 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84355&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.18-2019>
ARE 1216293 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84356&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.19-2019>
RE 1126245 EMB.DECL. NO SEGUNDO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84357&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.20-2019>
ARE 932837 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84774&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.21-2019>
ARE 1077116 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84793&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.22-2019>
ARE 1208789 AG.REG. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84794&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.23-2019>
RE 1232695 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84795&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.24-2019>
Rcl 25574 EMB.DECL. NO AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84796&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.25-2019>
RMS 34016 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84797&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.26-2019>
Rcl 31610 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84798&amp;data=10/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=AVULSO.27-2019>
ADI 5003 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=73719&amp;data=05/12/2019&amp;ministro=MIN.LUIZFUX&amp;colegiado=TP&amp;sessao=E&amp;lista=1-2019>
ADI 4545 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=79984&amp;data=05/12/2019&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=67-2019>
ADI 4914 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=79384&amp;data=04/12/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=O&amp;lista=77-2019>
ADI 3763 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=73300&amp;data=04/12/2019&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=5-2019>
Rcl 24810 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=80772&amp;data=03/12/2019&amp;ministro=MIN.LUIZFUX&amp;colegiado=1T&amp;sessao=O&amp;lista=108-2019>
ARE 1224170 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83689&amp;data=03/12/2019&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=211-2019>
MI 7054 AG.REG. NO MANDADO DE INJUNÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84169&amp;data=03/12/2019&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=1T&amp;sessao=O&amp;lista=422-2019>
HC 175865 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84010&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=253-2019>
HC 175093 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84015&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=262-2019>
HC 176504 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84016&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=263-2019>
HC 176893 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84017&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=264-2019>
HC 175999 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84018&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=265-2019>
RE 1131637 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83601&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=247-2019>
RE 1237572 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83602&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=248-2019>
ARE 1238292 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83603&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=249-2019>
ARE 1232756 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83575&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=251-2019>
ARE 1238296 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83992&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=256-2019>
RE 1227428 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83993&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=257-2019>
RE 1231453 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=84013&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=258-2019>
ARE 1213857 EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83994&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=259-2019>
RE 1180225 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83995&amp;data=26/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=261-2019>
HC 170149 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81205&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=156-2019>
HC 172225 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81189&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=157-2019>
HC 168389 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81206&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=158-2019>
HC 171292 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81191&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=159-2019>
HC 166636 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81192&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=160-2019>
HC 175054 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81207&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=161-2019>
HC 174532 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81194&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=163-2019>
HC 173720 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81555&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=191-2019>
HC 173028 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81587&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=192-2019>
HC 173466 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81558&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=195-2019>
HC 174972 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81588&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=196-2019>
HC 175518 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81589&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=197-2019>
HC 170957 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81904&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=200-2019>
HC 174736 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82355&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=216-2019>
HC 175283 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82358&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=219-2019>
HC 168342 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82359&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=220-2019>
HC 175248 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82360&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=221-2019>
HC 176211 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82361&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=222-2019>
HC 148527 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82362&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=223-2019>
HC 174807 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82384&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=225-2019>
HC 169018 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83591&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=242-2019>
HC 176601 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83596&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=243-2019>
HC 174738 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83598&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=244-2019>
HC 168085 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83572&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=245-2019>
HC 176109 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83599&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=246-2019>
Rcl 30419 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81568&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=183-2019>
Pet 5578 AG.REG. NA PETIÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81569&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=184-2019>
Rcl 34517 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82349&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=209-2019>
ARE 1235976 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83310&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=237-2019>
ARE 1221564 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83311&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=238-2019>
ARE 1236486 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83312&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=239-2019>
Rcl 36463 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83329&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=240-2019>
ARE 1171894 EMB.DECL. NO SEGUNDO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83330&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=241-2019>
Rcl 36215 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83573&amp;data=19/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=250-2019>
ARE 1151612 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=78839&amp;data=19/11/2019&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=2T&amp;sessao=O&amp;lista=55-2019>
ARE 987680 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=79282&amp;data=19/11/2019&amp;ministro=MIN.RICARDOLEWANDOWSKI&amp;colegiado=2T&amp;sessao=O&amp;lista=36-2019>
ARE 998973 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82364&amp;data=19/11/2019&amp;ministro=MIN.RICARDOLEWANDOWSKI&amp;colegiado=2T&amp;sessao=O&amp;lista=98-2019>
ARE 1166867 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=75781&amp;data=19/11/2019&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=2T&amp;sessao=O&amp;lista=44-2019>
HC 175676 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82356&amp;data=12/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=217-2019>
ARE 1175599 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83065&amp;data=12/11/2019&amp;ministro=MIN.ROSAWEBER&amp;colegiado=1T&amp;sessao=O&amp;lista=175-2019>
AP 1002 QUINTO AG.REG. NA AÇÃO PENAL,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81328&amp;data=12/11/2019&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=2T&amp;sessao=O&amp;lista=171-2019>
AR 1963 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=83015&amp;data=06/11/2019&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=225-2019>
AR 2006 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=80952&amp;data=06/11/2019&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=136-2019>
RE 553710 EMB.DECL. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=80966&amp;data=06/11/2019&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=142-2019>
HC 174871 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81195&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=164-2019>
HC 173254 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81586&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=189-2019>
HC 175371 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81554&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=190-2019>
HC 172689 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82354&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=215-2019>
Rcl 33685 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82767&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=231-2019>
HC 172941 ,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82944&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=236-2019>
ARE 1218800 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81567&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=182-2019>
RE 1178984 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81570&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=185-2019>
ARE 1228523 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81571&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=186-2019>
ARE 1222860 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81905&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=201-2019>
Rcl 32864 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81925&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=202-2019>
ARE 1185198 EMB.DECL. NO SEGUNDO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81944&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=203-2019>
ARE 1231121 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=81964&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=204-2019>
ARE 1232348 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82346&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=206-2019>
RE 1223051 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82347&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=207-2019>
Rcl 36171 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82348&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=208-2019>
ARE 1233986 AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82784&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=227-2019>
RE 1223437 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82785&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=228-2019>
RE 1219911 AG.REG. NO RECURSO EXTRAORDINÁRIO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82786&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=229-2019>
Rcl 35196 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82787&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=230-2019>
Rcl 33354 AG.REG. NA RECLAMAÇÃO,True,<200 https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=82833&amp;data=05/11/2019&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=1T&amp;sessao=O&amp;lista=234-2019>
